ATP,Tournament,Tournament_Int,Date,Series,Series_Int,Court,Court_Int,Surface,Surface_Int,Round,Round_Int,Best_of,Winner,Winner_Int,Player1,Player1_Int,Player2,Player2_Int,Player1_Rank,Player2_Rank,Player1_Odds,Player2_Odds
11,U.S.NationalIndoorTennisChampionships,1.8215,2/12/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BogomolovA.,6.8736,BogomolovA.,6.8736,QuerreyS.,6.8631,96,56,3.93,1.24
11,U.S.NationalIndoorTennisChampionships,1.8215,2/12/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,KudlaD.,6.3582,KudlaD.,6.3582,YoungD.,6.8529,106,79,2.44,1.54
11,U.S.NationalIndoorTennisChampionships,1.8215,2/12/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,RussellM.,6.1384,RussellM.,6.1384,SmyczekT.,6.4912,98,102,2.17,1.67
11,U.S.NationalIndoorTennisChampionships,1.8215,2/12/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,SockJ.,6.5077,SockJ.,6.5077,VeselyJ.,6.9186,85,81,1.89,1.86
11,U.S.NationalIndoorTennisChampionships,1.8215,2/12/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,BogomolovA.,6.8736,BogomolovA.,6.8736,HarrisonR.,6.3624,96,119,2.46,1.53
11,U.S.NationalIndoorTennisChampionships,1.8215,2/13/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,NishikoriK.,6.1257,NishikoriK.,6.1257,BeckerB.,6.4232,16,88,1.16,5.05
11,U.S.NationalIndoorTennisChampionships,1.8215,2/13/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,KuznetsovAl.,6.2616,KuznetsovAl.,6.2616,KukushkinM.,6.4814,141,59,2.66,1.46
11,U.S.NationalIndoorTennisChampionships,1.8215,2/13/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,LuY.H.,6.452,LuY.H.,6.452,KudlaD.,6.0609,54,106,1.68,2.14
11,U.S.NationalIndoorTennisChampionships,1.8215,2/14/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,HewittL.,6.8946,HewittL.,6.8946,BaghdatisM.,6.6537,40,134,1.5,2.53
11,U.S.NationalIndoorTennisChampionships,1.8215,2/14/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,KarlovicI.,6.975,KarlovicI.,6.975,LopezF.,6.2869,80,26,1.98,1.78
11,U.S.NationalIndoorTennisChampionships,1.8215,2/14/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,NishikoriK.,6.1257,NishikoriK.,6.1257,BogomolovA.,6.5012,16,96,1.1,6.5
11,U.S.NationalIndoorTennisChampionships,1.8215,2/14/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,RussellM.,6.1384,RussellM.,6.1384,HewittL.,6.962,98,40,3.97,1.24
11,U.S.NationalIndoorTennisChampionships,1.8215,2/14/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,LuY.H.,6.452,LuY.H.,6.452,KuznetsovAl.,6.6662,54,141,1.39,2.93
11,U.S.NationalIndoorTennisChampionships,1.8215,2/15/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,KarlovicI.,6.975,KarlovicI.,6.975,SockJ.,6.6367,80,85,1.56,2.37
11,U.S.NationalIndoorTennisChampionships,1.8215,2/15/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,NishikoriK.,6.1257,NishikoriK.,6.1257,RussellM.,6.0979,16,98,1.13,5.63
11,U.S.NationalIndoorTennisChampionships,1.8215,2/15/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,KarlovicI.,6.975,KarlovicI.,6.975,LuY.H.,6.1586,80,54,1.69,2.14
11,U.S.NationalIndoorTennisChampionships,1.8215,2/16/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,TheFinal,5.3011,3,NishikoriK.,6.1257,NishikoriK.,6.1257,KarlovicI.,6.8758,16,80,1.42,2.8
12,ABNAMROWorldTennisTournament,1.5841,2/10/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,MathieuP.H.,6.4052,MathieuP.H.,6.4052,DodigI.,6.1563,135,33,3,1.37
12,ABNAMROWorldTennisTournament,1.5841,2/10/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BerrerM.,6.6319,BerrerM.,6.6319,HutaGalungJ.,6.6844,147,91,1.39,2.91
12,ABNAMROWorldTennisTournament,1.5841,2/10/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BerdychT.,6.2517,BerdychT.,6.2517,SeppiA.,6.4653,7,31,1.08,7.34
12,ABNAMROWorldTennisTournament,1.5841,2/10/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,MayerF.,6.0355,10,30,1.18,4.67
12,ABNAMROWorldTennisTournament,1.5841,2/10/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,StakhovskyS.,6.4301,27,90,1.55,2.4
12,ABNAMROWorldTennisTournament,1.5841,2/11/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,GulbisE.,6.3816,GulbisE.,6.3816,IstominD.,6.8411,24,41,1.62,2.25
12,ABNAMROWorldTennisTournament,1.5841,2/11/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,CilicM.,6.22,CilicM.,6.22,RosolL.,6.7938,37,50,1.17,4.88
12,ABNAMROWorldTennisTournament,1.5841,2/11/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,SijslingI.,6.7473,SijslingI.,6.7473,YouzhnyM.,6.2934,64,15,2.43,1.54
12,ABNAMROWorldTennisTournament,1.5841,2/11/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,DimitrovG.,6.5157,DimitrovG.,6.5157,TursunovD.,6.942,19,28,1.26,3.7
12,ABNAMROWorldTennisTournament,1.5841,2/11/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,JanowiczJ.,6.1441,JanowiczJ.,6.1441,BenneteauJ.,6.898,20,39,1.47,2.6
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,MahutN.,6.9297,MahutN.,6.9297,BrandsD.,6.6557,44,69,2.08,1.72
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,HaasT.,6.2932,HaasT.,6.2932,VerdascoF.,6.8609,12,32,1.73,2.06
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,ThiemD.,6.5644,ThiemD.,6.5644,NieminenJ.,6.8167,113,36,2.25,1.61
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,GasquetR.,6.4138,GasquetR.,6.4138,DeBakkerT.,6.5605,9,140,1.11,6.41
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,DelPotroJ.M.,6.031,DelPotroJ.M.,6.031,MonfilsG.,6.6125,4,23,1.55,2.42
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,MurrayA.,6.2537,MurrayA.,6.2537,RogerVasselinE.,6.6612,6,35,1.08,7.24
12,ABNAMROWorldTennisTournament,1.5841,2/12/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,CilicM.,6.22,CilicM.,6.22,TsongaJ.W.,6.6344,37,10,2.45,1.53
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,GulbisE.,6.3816,GulbisE.,6.3816,DimitrovG.,6.619,24,19,2.33,1.59
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,JanowiczJ.,6.1441,JanowiczJ.,6.1441,HaasT.,6.5414,20,12,1.59,2.32
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,BerdychT.,6.2517,BerdychT.,6.2517,MahutN.,6.9648,7,44,1.1,6.73
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,DelPotroJ.M.,6.031,DelPotroJ.M.,6.031,MathieuP.H.,6.374,4,135,1.08,7.83
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,GasquetR.,6.4592,27,9,2.04,1.74
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,MurrayA.,6.2537,MurrayA.,6.2537,ThiemD.,6.1001,6,113,1.05,9.75
12,ABNAMROWorldTennisTournament,1.5841,2/13/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,SijslingI.,6.7473,SijslingI.,6.7473,BerrerM.,6.7559,64,147,1.34,3.16
12,ABNAMROWorldTennisTournament,1.5841,2/14/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,BerdychT.,6.2517,BerdychT.,6.2517,JanowiczJ.,6.7232,7,20,1.33,3.25
12,ABNAMROWorldTennisTournament,1.5841,2/14/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,GulbisE.,6.3816,GulbisE.,6.3816,DelPotroJ.M.,6.2204,24,4,3.37,1.31
12,ABNAMROWorldTennisTournament,1.5841,2/14/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,CilicM.,6.22,CilicM.,6.22,MurrayA.,6.2109,37,6,2.6,1.49
12,ABNAMROWorldTennisTournament,1.5841,2/14/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,SijslingI.,6.7473,SijslingI.,6.7473,KohlschreiberP.,6.3835,64,27,2.17,1.67
12,ABNAMROWorldTennisTournament,1.5841,2/15/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,BerdychT.,6.2517,BerdychT.,6.2517,GulbisE.,6.1172,7,24,1.51,2.53
12,ABNAMROWorldTennisTournament,1.5841,2/15/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,CilicM.,6.22,CilicM.,6.22,SijslingI.,6.9395,37,64,1.32,3.33
12,ABNAMROWorldTennisTournament,1.5841,2/16/14,ATP500,2.6486,Indoor,3.2579,Hard,4.4983,TheFinal,5.3011,3,BerdychT.,6.2517,BerdychT.,6.2517,CilicM.,6.0228,7,37,1.46,2.69
13,DelrayBeachOpen,1.8305,2/17/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MannarinoA.,6.4245,MannarinoA.,6.4245,SockJ.,6.6367,70,82,2.54,1.5
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,LopezF.,6.8842,LopezF.,6.8842,QuerreyS.,6.8631,27,57,2.1,1.7
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,AndersonK.,6.8322,AndersonK.,6.8322,SmyczekT.,6.4912,21,105,1.31,3.37
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,VeselyJ.,6.9186,155,77,1.68,2.13
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,SelaD.,6.4601,SelaD.,6.4601,BogomolovA.,6.5012,75,88,1.74,2.05
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,GabashviliT.,6.5391,GabashviliT.,6.5391,EbdenM.,6.8043,65,62,2.15,1.67
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,JohnsonS.,6.7032,JohnsonS.,6.7032,KukushkinM.,6.4814,142,58,1.67,2.17
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MatosevicM.,6.5974,MatosevicM.,6.5974,GoffinD.,6.5251,55,106,1.91,1.85
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,HewittL.,6.8946,HewittL.,6.8946,KlahnB.,6.8252,38,66,1.68,2.13
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,HarrisonR.,6.4046,HarrisonR.,6.4046,LuY.H.,6.1586,115,46,1.64,2.2
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,HaasT.,6.2932,HaasT.,6.2932,OdesnikW.,6.8072,12,118,1.25,3.78
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KarlovicI.,6.975,KarlovicI.,6.975,GrothS.,6.8155,56,160,1.39,2.9
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,WilliamsR.,6.8776,WilliamsR.,6.8776,FallaA.,6.6754,146,79,1.82,1.94
13,DelrayBeachOpen,1.8305,2/18/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,NishikoriK.,6.1257,NishikoriK.,6.1257,EliasG.,6.3503,15,169,1.06,8.8
13,DelrayBeachOpen,1.8305,2/19/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,IsnerJ.,6.2262,IsnerJ.,6.2262,RussellM.,6.0979,13,85,1.24,3.95
13,DelrayBeachOpen,1.8305,2/19/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,CilicM.,6.22,CilicM.,6.22,BeckerB.,6.4232,29,93,1.23,4.02
13,DelrayBeachOpen,1.8305,2/19/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,LopezF.,6.8842,LopezF.,6.8842,MannarinoA.,6.4002,27,70,1.35,3.09
13,DelrayBeachOpen,1.8305,2/19/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,AndersonK.,6.8322,AndersonK.,6.8322,KarlovicI.,6.8758,21,56,1.64,2.22
13,DelrayBeachOpen,1.8305,2/19/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,JohnsonS.,6.7032,JohnsonS.,6.7032,HaasT.,6.5414,142,12,3.42,1.3
13,DelrayBeachOpen,1.8305,2/20/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,MatosevicM.,6.5974,MatosevicM.,6.5974,HewittL.,6.962,55,38,2.52,1.5
13,DelrayBeachOpen,1.8305,2/20/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,CilicM.,6.22,CilicM.,6.22,HarrisonR.,6.3624,29,115,1.17,4.76
13,DelrayBeachOpen,1.8305,2/20/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,GabashviliT.,6.5391,GabashviliT.,6.5391,NishikoriK.,6.4997,65,15,6.55,1.1
13,DelrayBeachOpen,1.8305,2/20/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,IsnerJ.,6.2262,IsnerJ.,6.2262,SelaD.,6.938,13,75,1.32,3.28
13,DelrayBeachOpen,1.8305,2/21/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,WilliamsR.,6.8776,WilliamsR.,6.8776,BaghdatisM.,6.6537,146,155,2.16,1.67
13,DelrayBeachOpen,1.8305,2/21/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,AndersonK.,6.8322,AndersonK.,6.8322,MatosevicM.,6.2464,21,55,1.48,2.61
13,DelrayBeachOpen,1.8305,2/21/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,JohnsonS.,6.7032,JohnsonS.,6.7032,LopezF.,6.2869,142,27,2.44,1.54
13,DelrayBeachOpen,1.8305,2/21/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,CilicM.,6.22,CilicM.,6.22,GabashviliT.,6.2891,29,65,1.1,6.72
13,DelrayBeachOpen,1.8305,2/22/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,IsnerJ.,6.2262,IsnerJ.,6.2262,WilliamsR.,6.7734,13,146,1.3,3.49
13,DelrayBeachOpen,1.8305,2/22/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,AndersonK.,6.8322,AndersonK.,6.8322,JohnsonS.,6.1087,21,142,1.56,2.39
13,DelrayBeachOpen,1.8305,2/23/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,CilicM.,6.22,CilicM.,6.22,IsnerJ.,6.1438,29,13,1.47,2.66
13,DelrayBeachOpen,1.8305,2/23/14,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,TheFinal,5.3011,3,CilicM.,6.22,CilicM.,6.22,AndersonK.,6.4983,29,21,1.35,3.15
14,Open13,1.3108,2/17/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,KavcicB.,6.5482,KavcicB.,6.5482,KokkinakisT.,6.291,116,397,1.46,2.64
14,Open13,1.3108,2/18/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,DavydenkoN.,6.9995,DavydenkoN.,6.9995,SijslingI.,6.9395,63,52,2.2,1.64
14,Open13,1.3108,2/18/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,StakhovskyS.,6.0678,StakhovskyS.,6.0678,EvansD.,6.5844,91,124,1.74,2.04
14,Open13,1.3108,2/18/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,RogerVasselinE.,6.8074,RogerVasselinE.,6.8074,PavicA.,6.1785,36,237,1.16,5.09
14,Open13,1.3108,2/18/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,DodigI.,6.4296,DodigI.,6.4296,OlivettiA.,6.7096,34,194,1.36,3.08
14,Open13,1.3108,2/18/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,KamkeT.,6.5827,KamkeT.,6.5827,EdmundK.,6.2081,89,322,1.29,3.49
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,StruffJ.L.,6.8109,StruffJ.L.,6.8109,GuezD.,6.7081,117,171,1.43,2.75
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BautistaR.,6.3173,BautistaR.,6.3173,BrownD.,6.3077,51,94,1.48,2.61
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,LlodraM.,6.9369,LlodraM.,6.9369,LackoL.,6.7996,126,101,1.51,2.51
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,MahutN.,6.9297,MahutN.,6.9297,DeSchepperK.,6.0011,41,83,1.32,3.29
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BerankisR.,6.8112,BerankisR.,6.8112,HajekJ.,6.9514,149,111,1.24,3.9
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,1stRound,5.1257,3,BenneteauJ.,6.1775,BenneteauJ.,6.1775,HutaGalungJ.,6.6844,67,95,1.17,4.87
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,DavydenkoN.,6.8592,10,63,1.16,4.93
14,Open13,1.3108,2/19/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,GasquetR.,6.4138,GasquetR.,6.4138,KavcicB.,6.2032,9,116,1.11,6.19
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,RogerVasselinE.,6.8074,RogerVasselinE.,6.8074,StakhovskyS.,6.4301,36,91,1.58,2.34
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,MahutN.,6.9297,MahutN.,6.9297,BerankisR.,6.2993,41,149,1.51,2.51
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,DodigI.,6.4296,DodigI.,6.4296,KamkeT.,6.2267,34,89,1.45,2.67
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,StruffJ.L.,6.8109,StruffJ.L.,6.8109,BenneteauJ.,6.898,117,67,3.38,1.31
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,GulbisE.,6.3816,GulbisE.,6.3816,BautistaR.,6.5783,23,51,1.36,3.08
14,Open13,1.3108,2/20/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,2ndRound,5.2511,3,LlodraM.,6.9369,LlodraM.,6.9369,SeppiA.,6.4653,126,32,1.57,2.34
14,Open13,1.3108,2/21/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,GasquetR.,6.4138,GasquetR.,6.4138,DodigI.,6.1563,9,34,1.34,3.19
14,Open13,1.3108,2/21/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,GulbisE.,6.3816,GulbisE.,6.3816,MahutN.,6.9648,23,41,1.43,2.76
14,Open13,1.3108,2/21/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,RogerVasselinE.,6.6612,10,36,1.15,5.31
14,Open13,1.3108,2/21/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Quarterfinals,5.6489,3,StruffJ.L.,6.8109,StruffJ.L.,6.8109,LlodraM.,6.7338,117,126,2.62,1.48
14,Open13,1.3108,2/22/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,GulbisE.,6.3816,GulbisE.,6.3816,GasquetR.,6.4592,23,9,2.18,1.66
14,Open13,1.3108,2/22/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,Semifinals,5.2101,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,StruffJ.L.,6.5572,10,117,1.15,5.22
14,Open13,1.3108,2/23/14,ATP250,2.9693,Indoor,3.2579,Hard,4.4983,TheFinal,5.3011,3,GulbisE.,6.3816,GulbisE.,6.3816,TsongaJ.W.,6.6344,23,10,2.13,1.69
15,RioOpen,1.5891,2/17/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,KlizanM.,6.3104,KlizanM.,6.3104,GarciaLopezG.,6.3182,108,53,2.01,1.77
15,RioOpen,1.5891,2/17/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,LajovicD.,6.4079,LajovicD.,6.4079,VolandriF.,6.1621,100,81,1.97,1.8
15,RioOpen,1.5891,2/17/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,BagnisF.,6.6994,BagnisF.,6.6994,SouzaJ.,6.1862,125,123,1.94,1.81
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,BellucciT.,6.3644,BellucciT.,6.3644,GiraldoS.,6.7978,130,60,1.99,1.78
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,DelbonisF.,6.4652,DelbonisF.,6.4652,ClezarG.,6.3824,61,163,1.38,2.97
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,AndujarP.,6.2244,AndujarP.,6.2244,ReisterJ.,6.8598,40,97,1.41,2.83
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,DolgopolovO.,6.8643,DolgopolovO.,6.8643,AlmagroN.,6.6277,54,18,3.57,1.28
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,RamosA.,6.7634,RamosA.,6.7634,MayerL.,6.7027,87,59,2.18,1.66
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,SousaJ.,6.7221,SousaJ.,6.7221,GranollersM.,6.8188,48,230,2.38,1.56
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,RobredoT.,6.4823,RobredoT.,6.4823,CarrenoBustaP.,6.5242,17,64,1.25,3.86
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,MonacoJ.,6.1439,MonacoJ.,6.1439,ZeballosH.,6.6906,42,112,1.39,2.9
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,CuevasP.,6.6947,CuevasP.,6.6947,GonzalezA.,6.7648,231,76,1.55,2.39
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,FogniniF.,6.7763,FogniniF.,6.7763,BedeneA.,6.874,14,103,1.22,4.06
15,RioOpen,1.5891,2/18/14,ATP500,2.6486,Outdoor,3.6494,Clay,4.1129,1stRound,5.1257,3,FerrerD.,6.3881,FerrerD.,6.3881,ChardyJ.,6.4675,4,45,1.12,5.96
