ATP,Tournament,Tournament_Int,Date,Series,Series_Int,Court,Court_Int,Surface,Surface_Int,Round,Round_Int,Best_of,Winner,Winner_Int,Player1,Player1_Int,Player2,Player2_Int,Player1_Rank,Player2_Rank,Player1_Odds,Player2_Odds
1,BrisbaneInternational,1.2757,1/1/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,ThompsonJ.,6.7926,ThompsonJ.,6.7926,YmerE.,6.0375,79,160,1.29,3.5
1,BrisbaneInternational,1.2757,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MahutN.,6.9297,MahutN.,6.9297,RobertS.,6.9152,39,54,1.54,2.43
1,BrisbaneInternational,1.2757,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,FerrerD.,6.3881,FerrerD.,6.3881,TomicB.,6.6345,21,26,2.01,1.77
1,BrisbaneInternational,1.2757,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,EdmundK.,6.8384,EdmundK.,6.8384,EscobedoE.,6.1645,45,141,1.37,3.01
1,BrisbaneInternational,1.2757,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DimitrovG.,6.5157,DimitrovG.,6.5157,JohnsonS.,6.1087,17,33,1.41,2.85
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DonaldsonJ.,6.9054,DonaldsonJ.,6.9054,MullerG.,6.1554,105,34,2.64,1.47
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,GrothS.,6.9961,GrothS.,6.9961,HerbertP.H.,6.4789,180,78,2.27,1.61
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,PouilleL.,6.8045,PouilleL.,6.8045,SimonG.,6.6388,15,25,1.83,1.94
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,TroickiV.,6.8786,TroickiV.,6.8786,NishiokaY.,6.774,29,100,1.49,2.57
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,SchwartzmanD.,6.0786,SchwartzmanD.,6.0786,QuerreyS.,6.8631,52,31,2.18,1.66
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,ZverevM.,6.4668,ZverevM.,6.4668,DeMinaurA.,6.5986,51,351,1.45,2.7
1,BrisbaneInternational,1.2757,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,NadalR.,6.2304,NadalR.,6.2304,DolgopolovO.,6.6982,9,62,1.14,5.34
1,BrisbaneInternational,1.2757,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,NishikoriK.,6.1257,NishikoriK.,6.1257,DonaldsonJ.,6.4943,5,105,1.11,6.37
1,BrisbaneInternational,1.2757,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,ThompsonJ.,6.7926,ThompsonJ.,6.7926,FerrerD.,6.0277,79,21,4.46,1.2
1,BrisbaneInternational,1.2757,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,EdmundK.,6.8384,EdmundK.,6.8384,PouilleL.,6.4432,45,15,2.51,1.51
1,BrisbaneInternational,1.2757,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,WawrinkaS.,6.9056,WawrinkaS.,6.9056,TroickiV.,6.025,4,29,1.31,3.39
1,BrisbaneInternational,1.2757,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,DimitrovG.,6.5157,DimitrovG.,6.5157,MahutN.,6.9648,17,39,1.2,4.39
1,BrisbaneInternational,1.2757,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,ThiemD.,6.5644,ThiemD.,6.5644,GrothS.,6.8155,8,180,1.2,4.4
1,BrisbaneInternational,1.2757,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,RaonicM.,6.0616,RaonicM.,6.0616,SchwartzmanD.,6.1858,3,52,1.13,5.66
1,BrisbaneInternational,1.2757,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,NadalR.,6.2304,NadalR.,6.2304,ZverevM.,6.886,9,51,1.11,6.16
1,BrisbaneInternational,1.2757,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,WawrinkaS.,6.9056,WawrinkaS.,6.9056,EdmundK.,6.2081,4,45,1.3,3.48
1,BrisbaneInternational,1.2757,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,NishikoriK.,6.1257,NishikoriK.,6.1257,ThompsonJ.,6.0466,5,79,1.15,5.52
1,BrisbaneInternational,1.2757,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,DimitrovG.,6.5157,DimitrovG.,6.5157,ThiemD.,6.1001,17,8,1.68,2.16
1,BrisbaneInternational,1.2757,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,RaonicM.,6.0616,RaonicM.,6.0616,NadalR.,6.0945,3,9,2.4,1.56
1,BrisbaneInternational,1.2757,1/7/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,NishikoriK.,6.1257,NishikoriK.,6.1257,WawrinkaS.,6.8591,5,4,1.61,2.3
1,BrisbaneInternational,1.2757,1/7/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,DimitrovG.,6.5157,DimitrovG.,6.5157,RaonicM.,6.806,17,3,2.7,1.45
1,BrisbaneInternational,1.2757,1/8/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,TheFinal,5.3011,3,DimitrovG.,6.5157,DimitrovG.,6.5157,NishikoriK.,6.4997,17,5,2.65,1.48
2,ChennaiOpen,1.5486,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DarcisS.,6.8219,DarcisS.,6.8219,MekticN.,6.9806,86,331,1.23,4.06
2,ChennaiOpen,1.5486,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,SelaD.,6.4601,SelaD.,6.4601,DzumhurD.,6.4922,96,77,2.02,1.77
2,ChennaiOpen,1.5486,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MedvedevD.,6.9238,MedvedevD.,6.9238,MonteiroT.,6.7937,99,82,1.21,4.3
2,ChennaiOpen,1.5486,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KovalikJ.,6.7179,KovalikJ.,6.7179,EliasG.,6.3503,117,81,1.5,2.55
2,ChennaiOpen,1.5486,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,ChungH.,6.0569,ChungH.,6.0569,CoricB.,6.4566,104,48,1.74,2.06
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,OlivoR.,6.5205,OlivoR.,6.5205,RuudC.,6.7328,83,225,1.85,1.92
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BedeneA.,6.265,BedeneA.,6.265,GarciaLopezG.,6.3182,101,70,1.69,2.13
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,LuY.H.,6.452,LuY.H.,6.452,AlbotR.,6.5896,64,97,1.26,3.68
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,PaireB.,6.3788,PaireB.,6.3788,KravchukK.,6.5302,47,85,1.5,2.54
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BhambriY.,6.2194,BhambriY.,6.2194,RamanathanR.,6.0914,474,227,1.44,2.75
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DutraSilvaR.,6.26,DutraSilvaR.,6.26,LajovicD.,6.4389,440,93,2.97,1.38
2,ChennaiOpen,1.5486,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,YouzhnyM.,6.6727,YouzhnyM.,6.6727,MyneniS.,6.0524,57,192,1.4,2.87
2,ChennaiOpen,1.5486,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,MedvedevD.,6.9238,MedvedevD.,6.9238,LuY.H.,6.1586,99,64,2.37,1.57
2,ChennaiOpen,1.5486,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,RamosVinolasA.,6.2112,RamosVinolasA.,6.2112,DarcisS.,6.3147,27,86,1.82,1.95
2,ChennaiOpen,1.5486,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,KovalikJ.,6.7179,KovalikJ.,6.7179,CilicM.,6.0228,117,6,6.9,1.09
2,ChennaiOpen,1.5486,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,SelaD.,6.4601,SelaD.,6.4601,ChungH.,6.0544,96,104,2.72,1.44
2,ChennaiOpen,1.5486,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,YouzhnyM.,6.6727,YouzhnyM.,6.6727,OlivoR.,6.7994,57,83,1.32,3.36
2,ChennaiOpen,1.5486,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,BautistaAgutR.,6.2761,BautistaAgutR.,6.2761,DutraSilvaR.,6.9251,14,440,1.12,6.17
2,ChennaiOpen,1.5486,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,PaireB.,6.3788,PaireB.,6.3788,BhambriY.,6.9734,47,474,1.48,2.6
2,ChennaiOpen,1.5486,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,BedeneA.,6.265,BedeneA.,6.265,KlizanM.,6.5349,101,35,1.58,2.34
2,ChennaiOpen,1.5486,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,MedvedevD.,6.9238,MedvedevD.,6.9238,KovalikJ.,6.3895,99,117,1.41,2.86
2,ChennaiOpen,1.5486,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,SelaD.,6.4601,SelaD.,6.4601,RamosVinolasA.,6.1765,96,27,2.63,1.47
2,ChennaiOpen,1.5486,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,PaireB.,6.3788,PaireB.,6.3788,BedeneA.,6.874,47,101,1.66,2.19
2,ChennaiOpen,1.5486,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,BautistaAgutR.,6.2761,BautistaAgutR.,6.2761,YouzhnyM.,6.2934,14,57,1.24,3.94
2,ChennaiOpen,1.5486,1/7/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,MedvedevD.,6.9238,MedvedevD.,6.9238,SelaD.,6.938,99,96,1.64,2.23
2,ChennaiOpen,1.5486,1/7/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,BautistaAgutR.,6.2761,BautistaAgutR.,6.2761,PaireB.,6.8628,14,47,1.45,2.71
2,ChennaiOpen,1.5486,1/8/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,TheFinal,5.3011,3,BautistaAgutR.,6.2761,BautistaAgutR.,6.2761,MedvedevD.,6.4801,14,99,1.29,3.62
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BrownD.,6.8965,BrownD.,6.8965,BagnisF.,6.4019,72,56,1.36,3.1
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,VeselyJ.,6.1474,VeselyJ.,6.1474,YukselA.,6.0044,55,507,1.07,8.57
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,AlmagroN.,6.1043,AlmagroN.,6.1043,LorenziP.,6.7829,44,40,1.68,2.14
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DjokovicN.,6.9457,DjokovicN.,6.9457,StruffJ.L.,6.5572,2,63,1.03,12.47
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,ZeballosH.,6.7499,ZeballosH.,6.7499,MayerF.,6.0355,71,50,2.47,1.53
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,GoffinD.,6.2789,GoffinD.,6.2789,HaaseR.,6.9075,11,59,1.15,5.32
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,StepanekR.,6.7437,StepanekR.,6.7437,BaghdatisM.,6.6537,107,36,2.18,1.65
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DeGreefA.,6.5248,DeGreefA.,6.5248,SafwatM.,6.9466,134,199,2.35,1.56
3,QatarExxonMobilOpen,1.9727,1/2/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,VerdascoF.,6.682,VerdascoF.,6.682,PospisilV.,6.2514,42,133,1.8,1.98
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KhachanovK.,6.8015,KhachanovK.,6.8015,ZayidM.S.,6.3228,53,1277,1.01,20.94
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,JaziriM.,6.9666,32,58,1.39,2.9
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MelzerG.,6.1868,MelzerG.,6.1868,MathieuP.H.,6.374,68,73,2.15,1.68
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,KuznetsovAn.,6.9811,12,46,1.29,3.5
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KarlovicI.,6.975,KarlovicI.,6.975,MarchenkoI.,6.0605,20,74,1.41,2.82
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MurrayA.,6.2537,MurrayA.,6.2537,ChardyJ.,6.4675,1,69,1.04,11.77
3,QatarExxonMobilOpen,1.9727,1/3/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BerdychT.,6.2517,BerdychT.,6.2517,GiannessiA.,6.7732,10,128,1.07,8.1
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,AlmagroN.,6.1043,AlmagroN.,6.1043,KohlschreiberP.,6.3835,44,32,2.43,1.54
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,VerdascoF.,6.682,VerdascoF.,6.682,GoffinD.,6.5251,42,11,3.25,1.33
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,StepanekR.,6.7437,StepanekR.,6.7437,DeGreefA.,6.4892,107,134,1.24,3.99
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,BerdychT.,6.2517,BerdychT.,6.2517,VeselyJ.,6.9186,10,55,1.3,3.44
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,DjokovicN.,6.9457,DjokovicN.,6.9457,ZeballosH.,6.6906,2,71,1.02,16.32
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,MurrayA.,6.2537,MurrayA.,6.2537,MelzerG.,6.9859,1,68,1.01,17.24
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,KarlovicI.,6.975,KarlovicI.,6.975,KhachanovK.,6.6792,20,53,1.62,2.25
3,QatarExxonMobilOpen,1.9727,1/4/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,TsongaJ.W.,6.9188,TsongaJ.W.,6.9188,BrownD.,6.3077,12,72,1.17,4.88
3,QatarExxonMobilOpen,1.9727,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,VerdascoF.,6.682,VerdascoF.,6.682,KarlovicI.,6.8758,42,20,1.77,2.02
3,QatarExxonMobilOpen,1.9727,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,DjokovicN.,6.9457,DjokovicN.,6.9457,StepanekR.,6.8325,2,107,1.02,15.26
3,QatarExxonMobilOpen,1.9727,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,MurrayA.,6.2537,MurrayA.,6.2537,AlmagroN.,6.6277,1,44,1.05,10.56
3,QatarExxonMobilOpen,1.9727,1/5/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,BerdychT.,6.2517,BerdychT.,6.2517,TsongaJ.W.,6.6344,10,12,2.22,1.64
3,QatarExxonMobilOpen,1.9727,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,DjokovicN.,6.9457,DjokovicN.,6.9457,VerdascoF.,6.8609,2,42,1.09,7.57
3,QatarExxonMobilOpen,1.9727,1/6/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,MurrayA.,6.2537,MurrayA.,6.2537,BerdychT.,6.2028,1,10,1.14,5.45
3,QatarExxonMobilOpen,1.9727,1/7/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,TheFinal,5.3011,3,DjokovicN.,6.9457,DjokovicN.,6.9457,MurrayA.,6.2109,2,1,2.21,1.66
4,ASBClassic,1.7837,1/8/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,JohnsonS.,6.7032,JohnsonS.,6.7032,RobertS.,6.9152,33,53,1.33,3.24
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,HaaseR.,6.2279,HaaseR.,6.2279,TearneyF.,6.7513,58,447,1.14,5.5
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,VeselyJ.,6.1474,VeselyJ.,6.1474,ZeballosH.,6.6906,54,69,1.41,2.82
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,JaziriM.,6.3526,JaziriM.,6.3526,SchwartzmanD.,6.1858,56,52,2.56,1.49
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,LopezF.,6.8842,LopezF.,6.8842,VenusM.,6.202,28,1035,1.04,10.72
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BrownD.,6.8965,BrownD.,6.8965,MmohM.,6.9087,70,195,1.89,1.89
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KleinB.,6.2705,KleinB.,6.2705,BagnisF.,6.4019,324,55,2.02,1.76
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,HarrisonR.,6.4046,HarrisonR.,6.4046,GarciaLopezG.,6.3182,89,74,1.43,2.75
4,ASBClassic,1.7837,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,SousaJ.,6.7221,SousaJ.,6.7221,RamosVinolasA.,6.1765,44,26,2.14,1.68
4,ASBClassic,1.7837,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,LuY.H.,6.452,LuY.H.,6.452,KhachanovK.,6.6792,61,51,2.03,1.76
4,ASBClassic,1.7837,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,MannarinoA.,6.4002,36,60,2.22,1.64
4,ASBClassic,1.7837,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,ChardyJ.,6.2796,ChardyJ.,6.2796,SitakA.,6.9007,71,N/A,1.06,8.96
4,ASBClassic,1.7837,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,HaaseR.,6.2279,HaaseR.,6.2279,FerrerD.,6.0277,58,21,4.12,1.23
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,SousaJ.,6.7221,SousaJ.,6.7221,KleinB.,6.3886,44,324,1.26,3.74
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,JohnsonS.,6.7032,JohnsonS.,6.7032,LuY.H.,6.1586,33,61,1.76,2.03
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,IsnerJ.,6.2262,IsnerJ.,6.2262,JaziriM.,6.9666,19,56,1.21,4.29
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,VeselyJ.,6.1474,VeselyJ.,6.1474,StathamJ.,6.1477,54,434,1.05,10.28
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,BrownD.,6.3077,36,70,1.48,2.65
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,ChardyJ.,6.2796,ChardyJ.,6.2796,LopezF.,6.2869,71,28,2.13,1.7
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,2ndRound,5.2511,3,SockJ.,6.5077,SockJ.,6.5077,HarrisonR.,6.3624,23,89,1.4,2.86
4,ASBClassic,1.7837,1/11/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,SousaJ.,6.7221,SousaJ.,6.7221,HaaseR.,6.9075,44,58,1.64,2.24
4,ASBClassic,1.7837,1/12/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,JohnsonS.,6.7032,JohnsonS.,6.7032,IsnerJ.,6.1438,33,19,2.3,1.61
4,ASBClassic,1.7837,1/12/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,BaghdatisM.,6.1131,BaghdatisM.,6.1131,VeselyJ.,6.9186,36,54,1.7,2.13
4,ASBClassic,1.7837,1/12/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Quarterfinals,5.6489,3,SockJ.,6.5077,SockJ.,6.5077,ChardyJ.,6.4675,23,71,1.37,3.04
4,ASBClassic,1.7837,1/13/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,SousaJ.,6.7221,SousaJ.,6.7221,BaghdatisM.,6.6537,44,36,2.09,1.73
4,ASBClassic,1.7837,1/13/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,Semifinals,5.2101,3,SockJ.,6.5077,SockJ.,6.5077,JohnsonS.,6.1087,23,33,1.56,2.4
4,ASBClassic,1.7837,1/14/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,TheFinal,5.3011,3,SockJ.,6.5077,SockJ.,6.5077,SousaJ.,6.9402,23,44,1.4,2.93
5,ApiaInternational,1.6127,1/8/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,MahutN.,6.9297,MahutN.,6.9297,BellucciT.,6.256,38,62,1.65,2.19
5,ApiaInternational,1.6127,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,BartonM.,6.3365,BartonM.,6.3365,EdmundK.,6.2081,198,45,3.57,1.28
5,ApiaInternational,1.6127,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,EvansD.,6.7083,EvansD.,6.7083,MonteiroT.,6.7937,67,83,1.43,2.78
5,ApiaInternational,1.6127,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,EliasG.,6.4531,EliasG.,6.4531,OConnellC.,6.4846,81,238,1.63,2.25
5,ApiaInternational,1.6127,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,LorenziP.,6.4865,LorenziP.,6.4865,MayerF.,6.0355,41,49,2.05,1.75
5,ApiaInternational,1.6127,1/9/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KohlschreiberP.,6.5159,KohlschreiberP.,6.5159,FogniniF.,6.0781,32,47,1.58,2.32
5,ApiaInternational,1.6127,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,DeMinaurA.,6.1938,DeMinaurA.,6.1938,PaireB.,6.8628,333,46,2.43,1.54
5,ApiaInternational,1.6127,1/10/17,ATP250,2.9693,Outdoor,3.6494,Hard,4.4983,1stRound,5.1257,3,KuznetsovAn.,6.718,KuznetsovAn.,6.718,KlizanM.,6.5349,48,35,1.43,2.75
